ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1902930	regulation of alcohol biosynthetic process	1/291	52/18903	0.554176554831227	0.695792737327175	0.582495550372642	PLEK	1
GO:1905710	positive regulation of membrane permeability	1/291	52/18903	0.554176554831227	0.695792737327175	0.582495550372642	BNIP3L	1
GO:0090257	regulation of muscle system process	4/291	256/18903	0.557620427064553	0.69986226565442	0.585902430059029	GSTO1/G6PD/ENO1/KCNJ2	4
GO:0006334	nucleosome assembly	2/291	121/18903	0.558292273361839	0.699942472664897	0.585969576817259	H4C15/H2BC12	2
GO:0031623	receptor internalization	2/291	121/18903	0.558292273361839	0.699942472664897	0.585969576817259	FCER1G/CEACAM1	2
GO:0045446	endothelial cell differentiation	2/291	121/18903	0.558292273361839	0.699942472664897	0.585969576817259	GPX1/CEACAM1	2
GO:0071478	cellular response to radiation	3/291	189/18903	0.558913614479944	0.700467207697288	0.586408868297458	CARD16/ATF4/CDC25A	3
GO:0002639	positive regulation of immunoglobulin production	1/291	53/18903	0.561058663077162	0.702136457343665	0.587806311011809	GPI	1
GO:0006778	porphyrin-containing compound metabolic process	1/291	53/18903	0.561058663077162	0.702136457343665	0.587806311011809	ALAS1	1
GO:0007140	male meiotic nuclear division	1/291	53/18903	0.561058663077162	0.702136457343665	0.587806311011809	TDRD9	1
GO:2000677	regulation of transcription regulatory region DNA binding	1/291	53/18903	0.561058663077162	0.702136457343665	0.587806311011809	PARK7	1
GO:0043433	negative regulation of DNA-binding transcription factor activity	3/291	190/18903	0.562494348470035	0.703222114750612	0.588715188864148	AIM2/PARP10/E2F1	3
GO:0061013	regulation of mRNA catabolic process	3/291	190/18903	0.562494348470035	0.703222114750612	0.588715188864148	MAPKAPK2/E2F1/IGF2BP2	3
GO:0022904	respiratory electron transport chain	2/291	122/18903	0.562763955964305	0.703222114750612	0.588715188864148	PARK7/UQCRH	2
GO:0030278	regulation of ossification	2/291	122/18903	0.562763955964305	0.703222114750612	0.588715188864148	SRGN/KREMEN1	2
GO:0031647	regulation of protein stability	5/291	325/18903	0.562944165398217	0.703222114750612	0.588715188864148	GAPDH/SERF2/PARK7/DPM3/LRRK2	5
GO:0014009	glial cell proliferation	1/291	54/18903	0.567834892734697	0.707540302851964	0.592330238604927	E2F1	1
GO:0030520	intracellular estrogen receptor signaling pathway	1/291	54/18903	0.567834892734697	0.707540302851964	0.592330238604927	PADI2	1
GO:0030857	negative regulation of epithelial cell differentiation	1/291	54/18903	0.567834892734697	0.707540302851964	0.592330238604927	STAT1	1
GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	1/291	54/18903	0.567834892734697	0.707540302851964	0.592330238604927	PLEK	1
GO:0051293	establishment of spindle localization	1/291	54/18903	0.567834892734697	0.707540302851964	0.592330238604927	CFL1	1
GO:0072523	purine-containing compound catabolic process	1/291	54/18903	0.567834892734697	0.707540302851964	0.592330238604927	ACOT7	1
GO:0086002	cardiac muscle cell action potential involved in contraction	1/291	54/18903	0.567834892734697	0.707540302851964	0.592330238604927	KCNJ2	1
GO:0071900	regulation of protein serine/threonine kinase activity	6/291	395/18903	0.570333978186197	0.710397966337946	0.594722583588924	ELANE/CCNA2/CDC25A/LRRK2/ACTB/S100A12	6
GO:0006470	protein dephosphorylation	4/291	261/18903	0.57292916331692	0.712256539562248	0.596278521981378	PPP6R1/CDC25A/DUSP3/CDCA2	4
GO:0048839	inner ear development	3/291	193/18903	0.573130486412079	0.712256539562248	0.596278521981378	CCNA2/LRP10/MAPKAPK2	3
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	3/291	193/18903	0.573130486412079	0.712256539562248	0.596278521981378	FCGR1A/NCF1/IL18	3
GO:0006584	catecholamine metabolic process	1/291	55/18903	0.574506867174413	0.712256539562248	0.596278521981378	PARK7	1
GO:0009712	catechol-containing compound metabolic process	1/291	55/18903	0.574506867174413	0.712256539562248	0.596278521981378	PARK7	1
GO:0010518	positive regulation of phospholipase activity	1/291	55/18903	0.574506867174413	0.712256539562248	0.596278521981378	GNA15	1
GO:0043525	positive regulation of neuron apoptotic process	1/291	55/18903	0.574506867174413	0.712256539562248	0.596278521981378	ATF4	1
GO:0043616	keratinocyte proliferation	1/291	55/18903	0.574506867174413	0.712256539562248	0.596278521981378	LRG1	1
GO:0045668	negative regulation of osteoblast differentiation	1/291	55/18903	0.574506867174413	0.712256539562248	0.596278521981378	TNFAIP6	1
GO:0070169	positive regulation of biomineral tissue development	1/291	55/18903	0.574506867174413	0.712256539562248	0.596278521981378	ATF4	1
GO:0071320	cellular response to cAMP	1/291	55/18903	0.574506867174413	0.712256539562248	0.596278521981378	AQP9	1
GO:1904645	response to amyloid-beta	1/291	55/18903	0.574506867174413	0.712256539562248	0.596278521981378	CASP4	1
GO:2000179	positive regulation of neural precursor cell proliferation	1/291	55/18903	0.574506867174413	0.712256539562248	0.596278521981378	SMARCD3	1
GO:0001952	regulation of cell-matrix adhesion	2/291	125/18903	0.575984220345812	0.713575859782795	0.597383014909743	CEACAM6/DUSP3	2
GO:0010811	positive regulation of cell-substrate adhesion	2/291	125/18903	0.575984220345812	0.713575859782795	0.597383014909743	CEACAM6/ARL2	2
GO:0009749	response to glucose	3/291	194/18903	0.576640146702737	0.713876367996865	0.597634590829058	NCF1/BAD/GPX1	3
GO:0140013	meiotic nuclear division	3/291	194/18903	0.576640146702737	0.713876367996865	0.597634590829058	BUB1B/PTTG1/TDRD9	3
GO:0001954	positive regulation of cell-matrix adhesion	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	CEACAM6	1
GO:0002707	negative regulation of lymphocyte mediated immunity	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	CEACAM1	1
GO:0010676	positive regulation of cellular carbohydrate metabolic process	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	NNMT	1
GO:0010718	positive regulation of epithelial to mesenchymal transition	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	LRG1	1
GO:0015695	organic cation transport	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	ACTB	1
GO:0034205	amyloid-beta formation	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	PSENEN	1
GO:0043687	post-translational protein modification	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	ESCO2	1
GO:0045761	regulation of adenylate cyclase activity	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	CCR2	1
GO:0045806	negative regulation of endocytosis	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	LRSAM1	1
GO:0060986	endocrine hormone secretion	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	RETN	1
GO:0072348	sulfur compound transport	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	RACGAP1	1
GO:0110151	positive regulation of biomineralization	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	ATF4	1
GO:1903170	negative regulation of calcium ion transmembrane transport	1/291	56/18903	0.581076184961565	0.716031802660452	0.599439052176961	GSTO1	1
GO:0015980	energy derivation by oxidation of organic compounds	5/291	333/18903	0.584582165749735	0.719903345372403	0.602680184603051	PARK7/UQCRH/PYGL/IDH1/ARL2	5
GO:0001704	formation of primary germ layer	2/291	127/18903	0.584634882388416	0.719903345372403	0.602680184603051	GPI/MMP8	2
GO:0051650	establishment of vesicle localization	3/291	197/18903	0.587060566615555	0.721428520258662	0.603957012510451	ATP13A2/LRRK2/WIPI1	3
GO:0010332	response to gamma radiation	1/291	57/18903	0.58754442023382	0.721428520258662	0.603957012510451	GPX1	1
GO:0032768	regulation of monooxygenase activity	1/291	57/18903	0.58754442023382	0.721428520258662	0.603957012510451	PARK7	1
GO:0043113	receptor clustering	1/291	57/18903	0.58754442023382	0.721428520258662	0.603957012510451	TNFAIP6	1
GO:0046148	pigment biosynthetic process	1/291	57/18903	0.58754442023382	0.721428520258662	0.603957012510451	ALAS1	1
GO:0070231	T cell apoptotic process	1/291	57/18903	0.58754442023382	0.721428520258662	0.603957012510451	CD274	1
GO:0070534	protein K63-linked ubiquitination	1/291	57/18903	0.58754442023382	0.721428520258662	0.603957012510451	PARP10	1
GO:1903053	regulation of extracellular matrix organization	1/291	57/18903	0.58754442023382	0.721428520258662	0.603957012510451	CST3	1
GO:0046683	response to organophosphorus	2/291	128/18903	0.588911249010708	0.722849841536243	0.605146897479675	STAT1/AQP9	2
GO:0050714	positive regulation of protein secretion	2/291	129/18903	0.59315494420456	0.72589750628262	0.607698305475987	ATP13A2/BAD	2
GO:0051928	positive regulation of calcium ion transport	2/291	129/18903	0.59315494420456	0.72589750628262	0.607698305475987	GSTO1/G6PD	2
GO:0001541	ovarian follicle development	1/291	58/18903	0.593913123073253	0.72589750628262	0.607698305475987	TNFAIP6	1
GO:0001706	endoderm formation	1/291	58/18903	0.593913123073253	0.72589750628262	0.607698305475987	MMP8	1
GO:0006695	cholesterol biosynthetic process	1/291	58/18903	0.593913123073253	0.72589750628262	0.607698305475987	G6PD	1
GO:0051898	negative regulation of protein kinase B signaling	1/291	58/18903	0.593913123073253	0.72589750628262	0.607698305475987	PHLPP1	1
GO:0060350	endochondral bone morphogenesis	1/291	58/18903	0.593913123073253	0.72589750628262	0.607698305475987	ALPL	1
GO:0061005	cell differentiation involved in kidney development	1/291	58/18903	0.593913123073253	0.72589750628262	0.607698305475987	STAT1	1
GO:1902653	secondary alcohol biosynthetic process	1/291	58/18903	0.593913123073253	0.72589750628262	0.607698305475987	G6PD	1
GO:0001935	endothelial cell proliferation	3/291	199/18903	0.593916141503962	0.72589750628262	0.607698305475987	STAT1/LRG1/STAT3	3
GO:0032388	positive regulation of intracellular transport	3/291	199/18903	0.593916141503962	0.72589750628262	0.607698305475987	OAZ1/SREBF2/UBL5	3
GO:0120032	regulation of plasma membrane bounded cell projection assembly	3/291	199/18903	0.593916141503962	0.72589750628262	0.607698305475987	CAPZB/BRK1/CENPJ	3
GO:0031929	TOR signaling	2/291	130/18903	0.597365957037271	0.72959760099248	0.610795907087539	LAMTOR1/RRAGD	2
GO:0034968	histone lysine methylation	2/291	130/18903	0.597365957037271	0.72959760099248	0.610795907087539	MYB/NNMT	2
GO:0002763	positive regulation of myeloid leukocyte differentiation	1/291	59/18903	0.600183819872706	0.73045627689934	0.611514763247032	FES	1
GO:0006611	protein export from nucleus	1/291	59/18903	0.600183819872706	0.73045627689934	0.611514763247032	PARK7	1
GO:0033363	secretory granule organization	1/291	59/18903	0.600183819872706	0.73045627689934	0.611514763247032	SRGN	1
GO:0035773	insulin secretion involved in cellular response to glucose stimulus	1/291	59/18903	0.600183819872706	0.73045627689934	0.611514763247032	BAD	1
GO:0043666	regulation of phosphoprotein phosphatase activity	1/291	59/18903	0.600183819872706	0.73045627689934	0.611514763247032	PPP6R1	1
GO:0046324	regulation of glucose import	1/291	59/18903	0.600183819872706	0.73045627689934	0.611514763247032	ERFE	1
GO:0051653	spindle localization	1/291	59/18903	0.600183819872706	0.73045627689934	0.611514763247032	CFL1	1
GO:0060261	positive regulation of transcription initiation by RNA polymerase II	1/291	59/18903	0.600183819872706	0.73045627689934	0.611514763247032	MED9	1
GO:0072666	establishment of protein localization to vacuole	1/291	59/18903	0.600183819872706	0.73045627689934	0.611514763247032	SORT1	1
GO:0097352	autophagosome maturation	1/291	59/18903	0.600183819872706	0.73045627689934	0.611514763247032	VAMP8	1
GO:0060491	regulation of cell projection assembly	3/291	201/18903	0.600697854051048	0.730824370515083	0.611822919515111	CAPZB/BRK1/CENPJ	3
GO:0007127	meiosis I	2/291	131/18903	0.601544284627149	0.731596464472596	0.612469292020303	PTTG1/TDRD9	2
GO:0071560	cellular response to transforming growth factor beta stimulus	4/291	271/18903	0.602637250254848	0.73266774459002	0.613366133663117	ZYX/LRG1/STAT3/FAM89B	4
GO:0002711	positive regulation of T cell mediated immunity	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	IL18	1
GO:0006893	Golgi to plasma membrane transport	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	VAMP5	1
GO:0006998	nuclear envelope organization	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	LMNB1	1
GO:0019748	secondary metabolic process	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	AKR7A2	1
GO:0022029	telencephalon cell migration	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	LRRK2	1
GO:0032786	positive regulation of DNA-templated transcription, elongation	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	MED9	1
GO:0033866	nucleoside bisphosphate biosynthetic process	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	ACOT7	1
GO:0034030	ribonucleoside bisphosphate biosynthetic process	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	ACOT7	1
GO:0034033	purine nucleoside bisphosphate biosynthetic process	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	ACOT7	1
GO:0051353	positive regulation of oxidoreductase activity	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	PARK7	1
GO:1903670	regulation of sprouting angiogenesis	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	CEACAM1	1
GO:2000300	regulation of synaptic vesicle exocytosis	1/291	60/18903	0.606358013696578	0.73409063417735	0.614557331571383	LRRK2	1
GO:0000018	regulation of DNA recombination	2/291	133/18903	0.609802911350551	0.738002542328242	0.617832256659154	RMI2/ACTB	2
GO:0034113	heterotypic cell-cell adhesion	1/291	61/18903	0.612437184636147	0.739894381158884	0.61941604395924	CEACAM6	1
GO:0043112	receptor metabolic process	1/291	61/18903	0.612437184636147	0.739894381158884	0.61941604395924	LAMTOR1	1
GO:0044458	motile cilium assembly	1/291	61/18903	0.612437184636147	0.739894381158884	0.61941604395924	CENPJ	1
GO:0098900	regulation of action potential	1/291	61/18903	0.612437184636147	0.739894381158884	0.61941604395924	KCNJ2	1
GO:1900024	regulation of substrate adhesion-dependent cell spreading	1/291	61/18903	0.612437184636147	0.739894381158884	0.61941604395924	GBP1	1
GO:0006612	protein targeting to membrane	2/291	134/18903	0.613883242810835	0.741122936270054	0.62044455122477	NCF1/GET3	2
GO:0030048	actin filament-based movement	2/291	134/18903	0.613883242810835	0.741122936270054	0.62044455122477	MYL6/KCNJ2	2
GO:0050678	regulation of epithelial cell proliferation	6/291	414/18903	0.616133484205564	0.743226275995437	0.622205400347261	STAT1/LRG1/STAT3/BAD/GPX1/CEACAM1	6
GO:2000241	regulation of reproductive process	3/291	206/18903	0.617325324491367	0.743226275995437	0.622205400347261	CDC25A/PLB1/RETN	3
GO:1900180	regulation of protein localization to nucleus	2/291	135/18903	0.617930953221872	0.743226275995437	0.622205400347261	ATP13A2/PARK7	2
GO:0006360	transcription by RNA polymerase I	1/291	62/18903	0.618422790159492	0.743226275995437	0.622205400347261	ATF4	1
GO:0006687	glycosphingolipid metabolic process	1/291	62/18903	0.618422790159492	0.743226275995437	0.622205400347261	NAGA	1
GO:0031122	cytoplasmic microtubule organization	1/291	62/18903	0.618422790159492	0.743226275995437	0.622205400347261	CENPJ	1
GO:0045428	regulation of nitric oxide biosynthetic process	1/291	62/18903	0.618422790159492	0.743226275995437	0.622205400347261	MMP8	1
GO:0060038	cardiac muscle cell proliferation	1/291	62/18903	0.618422790159492	0.743226275995437	0.622205400347261	FES	1
GO:0061951	establishment of protein localization to plasma membrane	1/291	62/18903	0.618422790159492	0.743226275995437	0.622205400347261	VAMP5	1
GO:0070228	regulation of lymphocyte apoptotic process	1/291	62/18903	0.618422790159492	0.743226275995437	0.622205400347261	CD274	1
GO:0090303	positive regulation of wound healing	1/291	62/18903	0.618422790159492	0.743226275995437	0.622205400347261	ST3GAL4	1
GO:0099601	regulation of neurotransmitter receptor activity	1/291	62/18903	0.618422790159492	0.743226275995437	0.622205400347261	CCR2	1
GO:1903018	regulation of glycoprotein metabolic process	1/291	62/18903	0.618422790159492	0.743226275995437	0.622205400347261	CST3	1
GO:0071559	response to transforming growth factor beta	4/291	277/18903	0.619854013780196	0.744428290541306	0.623211688695629	ZYX/LRG1/STAT3/FAM89B	4
GO:0071824	protein-DNA complex subunit organization	4/291	277/18903	0.619854013780196	0.744428290541306	0.623211688695629	SMARCD3/H4C15/H2BC12/MED9	4
GO:0006275	regulation of DNA replication	2/291	136/18903	0.621946076412087	0.746162468887581	0.624663487652512	CCNA2/ESCO2	2
GO:0007498	mesoderm development	2/291	136/18903	0.621946076412087	0.746162468887581	0.624663487652512	GPI/SECTM1	2
GO:0043401	steroid hormone mediated signaling pathway	2/291	136/18903	0.621946076412087	0.746162468887581	0.624663487652512	PARK7/PADI2	2
GO:1903532	positive regulation of secretion by cell	4/291	278/18903	0.622677847484588	0.746781001809642	0.62518130374275	ATP13A2/VAMP8/BAD/RETN	4
GO:0007517	muscle organ development	5/291	348/18903	0.623547605026534	0.746930509485766	0.625306466814189	VAMP5/MYL6/UNC45A/PRR14/GPX1	5
GO:0021885	forebrain cell migration	1/291	63/18903	0.624316265456111	0.746930509485766	0.625306466814189	LRRK2	1
GO:0030514	negative regulation of BMP signaling pathway	1/291	63/18903	0.624316265456111	0.746930509485766	0.625306466814189	TNFAIP6	1
GO:0032615	interleukin-12 production	1/291	63/18903	0.624316265456111	0.746930509485766	0.625306466814189	IRF1	1
GO:0032655	regulation of interleukin-12 production	1/291	63/18903	0.624316265456111	0.746930509485766	0.625306466814189	IRF1	1
GO:0051055	negative regulation of lipid biosynthetic process	1/291	63/18903	0.624316265456111	0.746930509485766	0.625306466814189	CEACAM1	1
GO:2001258	negative regulation of cation channel activity	1/291	63/18903	0.624316265456111	0.746930509485766	0.625306466814189	GSTO1	1
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	2/291	137/18903	0.625928652880235	0.748600265598452	0.626704333526026	LRRK2/UBE2C	2
GO:0099111	microtubule-based transport	3/291	209/18903	0.627075381024168	0.749712137783827	0.627635157557119	OPA1/HSPB1/KIF4A	3
GO:0030879	mammary gland development	2/291	138/18903	0.629878729583436	0.749717915302557	0.627639994312048	ZBTB7B/GPX1	2
GO:0000768	syncytium formation by plasma membrane fusion	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	MYOF	1
GO:0002712	regulation of B cell mediated immunity	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	FCGR1A	1
GO:0002889	regulation of immunoglobulin mediated immune response	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	FCGR1A	1
GO:0016925	protein sumoylation	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	PARK7	1
GO:0033059	cellular pigmentation	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	RAB32	1
GO:0045143	homologous chromosome segregation	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	PTTG1	1
GO:0050891	multicellular organismal water homeostasis	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	IL18	1
GO:0050918	positive chemotaxis	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	AZU1	1
GO:0051123	RNA polymerase II preinitiation complex assembly	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	MED9	1
GO:0051445	regulation of meiotic cell cycle	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	CDC25A	1
GO:0051893	regulation of focal adhesion assembly	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	DUSP3	1
GO:0090109	regulation of cell-substrate junction assembly	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	DUSP3	1
GO:0140253	cell-cell fusion	1/291	64/18903	0.630119023776295	0.749717915302557	0.627639994312048	MYOF	1
GO:0003158	endothelium development	2/291	139/18903	0.633796359730115	0.753574053875325	0.630868230882735	GPX1/CEACAM1	2
GO:0007586	digestion	2/291	139/18903	0.633796359730115	0.753574053875325	0.630868230882735	SLC2A5/TYMP	2
GO:0001885	endothelial cell development	1/291	65/18903	0.635832456765366	0.7536600225352	0.630940201110595	GPX1	1
GO:0016126	sterol biosynthetic process	1/291	65/18903	0.635832456765366	0.7536600225352	0.630940201110595	G6PD	1
GO:0033013	tetrapyrrole metabolic process	1/291	65/18903	0.635832456765366	0.7536600225352	0.630940201110595	ALAS1	1
GO:0035065	regulation of histone acetylation	1/291	65/18903	0.635832456765366	0.7536600225352	0.630940201110595	PARK7	1
GO:0040014	regulation of multicellular organism growth	1/291	65/18903	0.635832456765366	0.7536600225352	0.630940201110595	STAT3	1
GO:0050435	amyloid-beta metabolic process	1/291	65/18903	0.635832456765366	0.7536600225352	0.630940201110595	PSENEN	1
GO:0080164	regulation of nitric oxide metabolic process	1/291	65/18903	0.635832456765366	0.7536600225352	0.630940201110595	MMP8	1
GO:1905515	non-motile cilium assembly	1/291	65/18903	0.635832456765366	0.7536600225352	0.630940201110595	CENPJ	1
GO:2000144	positive regulation of DNA-templated transcription initiation	1/291	65/18903	0.635832456765366	0.7536600225352	0.630940201110595	MED9	1
GO:0001667	ameboidal-type cell migration	7/291	492/18903	0.636329633662431	0.753990584792465	0.63121693731902	GPI/HSPB1/LRG1/ANXA3/GPX1/CORO1B/CEACAM1	7
GO:0002705	positive regulation of leukocyte mediated immunity	2/291	140/18903	0.637681602577746	0.75455712754489	0.63169122889276	FCGR1A/IL18	2
GO:0007266	Rho protein signal transduction	2/291	140/18903	0.637681602577746	0.75455712754489	0.63169122889276	RACGAP1/CFL1	2
GO:0048813	dendrite morphogenesis	2/291	140/18903	0.637681602577746	0.75455712754489	0.63169122889276	CFL1/LRRK2	2
GO:0060048	cardiac muscle contraction	2/291	140/18903	0.637681602577746	0.75455712754489	0.63169122889276	GSTO1/KCNJ2	2
GO:0016049	cell growth	7/291	493/18903	0.638434415938236	0.755189202962558	0.632220382329609	S100A9/S100A8/G6PD/ENO1/EPB41L3/LAMTOR1/CEACAM1	7
GO:0002064	epithelial cell development	3/291	213/18903	0.639808754054775	0.756266294626195	0.633122089214079	ATF4/BAD/GPX1	3
GO:0051648	vesicle localization	3/291	213/18903	0.639808754054775	0.756266294626195	0.633122089214079	ATP13A2/LRRK2/WIPI1	3
GO:0010517	regulation of phospholipase activity	1/291	66/18903	0.641457934792825	0.756266294626195	0.633122089214079	GNA15	1
GO:0010812	negative regulation of cell-substrate adhesion	1/291	66/18903	0.641457934792825	0.756266294626195	0.633122089214079	GBP1	1
GO:0048278	vesicle docking	1/291	66/18903	0.641457934792825	0.756266294626195	0.633122089214079	PLEK	1
GO:1903051	negative regulation of proteolysis involved in protein catabolic process	1/291	66/18903	0.641457934792825	0.756266294626195	0.633122089214079	PARK7	1
GO:0007093	mitotic cell cycle checkpoint signaling	2/291	141/18903	0.641534523235307	0.756266294626195	0.633122089214079	BUB1B/SPC24	2
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	2/291	141/18903	0.641534523235307	0.756266294626195	0.633122089214079	PARK7/LRRK2	2
GO:0070555	response to interleukin-1	2/291	141/18903	0.641534523235307	0.756266294626195	0.633122089214079	GBP1/GBP2	2
GO:0090090	negative regulation of canonical Wnt signaling pathway	2/291	141/18903	0.641534523235307	0.756266294626195	0.633122089214079	KREMEN1/LZTS2	2
GO:0014074	response to purine-containing compound	2/291	142/18903	0.645355192470351	0.760369844278015	0.63655745047137	STAT1/AQP9	2
GO:0006903	vesicle targeting	1/291	67/18903	0.646996807276516	0.760369844278015	0.63655745047137	WIPI1	1
GO:0030888	regulation of B cell proliferation	1/291	67/18903	0.646996807276516	0.760369844278015	0.63655745047137	TNFSF13B	1
GO:0035019	somatic stem cell population maintenance	1/291	67/18903	0.646996807276516	0.760369844278015	0.63655745047137	STAT3	1
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	1/291	67/18903	0.646996807276516	0.760369844278015	0.63655745047137	IL18	1
GO:0043954	cellular component maintenance	1/291	67/18903	0.646996807276516	0.760369844278015	0.63655745047137	PRTN3	1
GO:0051205	protein insertion into membrane	1/291	67/18903	0.646996807276516	0.760369844278015	0.63655745047137	GET3	1
GO:0060260	regulation of transcription initiation by RNA polymerase II	1/291	67/18903	0.646996807276516	0.760369844278015	0.63655745047137	MED9	1
GO:1902017	regulation of cilium assembly	1/291	67/18903	0.646996807276516	0.760369844278015	0.63655745047137	CENPJ	1
GO:0034655	nucleobase-containing compound catabolic process	6/291	428/18903	0.648075245832599	0.761378196974761	0.637401611278965	ACOT7/TYMP/APOBEC3A/MAPKAPK2/E2F1/IGF2BP2	6
GO:0009306	protein secretion	5/291	359/18903	0.650699945366495	0.763984439431808	0.639583474573851	ATP13A2/PARK7/SAA1/BAD/PLEK	5
GO:0006949	syncytium formation	1/291	68/18903	0.652450403001857	0.763984439431808	0.639583474573851	MYOF	1
GO:0032024	positive regulation of insulin secretion	1/291	68/18903	0.652450403001857	0.763984439431808	0.639583474573851	BAD	1
GO:0038034	signal transduction in absence of ligand	1/291	68/18903	0.652450403001857	0.763984439431808	0.639583474573851	BAD	1
GO:0042987	amyloid precursor protein catabolic process	1/291	68/18903	0.652450403001857	0.763984439431808	0.639583474573851	PSENEN	1
GO:0060193	positive regulation of lipase activity	1/291	68/18903	0.652450403001857	0.763984439431808	0.639583474573851	GNA15	1
GO:0070936	protein K48-linked ubiquitination	1/291	68/18903	0.652450403001857	0.763984439431808	0.639583474573851	UBE2C	1
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	1/291	68/18903	0.652450403001857	0.763984439431808	0.639583474573851	BAD	1
GO:0022412	cellular process involved in reproduction in multicellular organism	6/291	430/18903	0.652505528756177	0.763984439431808	0.639583474573851	UBE2J1/PIWIL4/TNFAIP6/RETN/TDRD9/ETV6	6
GO:0034329	cell junction assembly	6/291	430/18903	0.652505528756177	0.763984439431808	0.639583474573851	DUSP3/COL17A1/PIP5K1C/EPB41L3/ACTB/ARL2	6
GO:0018022	peptidyl-lysine methylation	2/291	144/18903	0.652900086909889	0.764169749755465	0.639738610483121	MYB/NNMT	2
GO:0035592	establishment of protein localization to extracellular region	5/291	360/18903	0.653106282940977	0.764169749755465	0.639738610483121	ATP13A2/PARK7/SAA1/BAD/PLEK	5
GO:0042391	regulation of membrane potential	6/291	431/18903	0.65470793471155	0.765784357092345	0.641090308393829	PARK7/SLC39A8/BAD/GNA15/LRRK2/KCNJ2	6
GO:0050808	synapse organization	6/291	432/18903	0.656901811284871	0.765793860844876	0.641098264633187	C1QC/C1QB/CFL1/LRRK2/C1QA/ACTB	6
GO:0002260	lymphocyte homeostasis	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	TNFSF13B	1
GO:0010611	regulation of cardiac muscle hypertrophy	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	G6PD	1
GO:0014015	positive regulation of gliogenesis	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	E2F1	1
GO:0030104	water homeostasis	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	IL18	1
GO:0030858	positive regulation of epithelial cell differentiation	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	BAD	1
GO:0035418	protein localization to synapse	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	HSPB1	1
GO:0046847	filopodium assembly	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	CAPZB	1
GO:0048645	animal organ formation	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	SMARCD3	1
GO:0051148	negative regulation of muscle cell differentiation	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	G6PD	1
GO:0055021	regulation of cardiac muscle tissue growth	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	G6PD	1
GO:0061180	mammary gland epithelium development	1/291	69/18903	0.657820030436233	0.765793860844876	0.641098264633187	GPX1	1
